"","PDGFNS2_aligned.bam"
"ENSRNOG00000046683",0
"ENSRNOG00000052256",1469
"ENSRNOG00000062365",3
"ENSRNOG00000066972",0
"ENSRNOG00000065700",0
"ENSRNOG00000049190",0
"ENSRNOG00000065336",29
"ENSRNOG00000057889",0
"ENSRNOG00000019206",1
"ENSRNOG00000011931",2797
"ENSRNOG00000065087",0
"ENSRNOG00000071194",85
"ENSRNOG00000037556",318
"ENSRNOG00000069523",0
"ENSRNOG00000063248",0
"ENSRNOG00000069498",0
"ENSRNOG00000064406",0
"ENSRNOG00000068492",9
"ENSRNOG00000052236",96
"ENSRNOG00000064058",0
"ENSRNOG00000068138",8
"ENSRNOG00000062480",0
"ENSRNOG00000048219",0
"ENSRNOG00000063331",0
"ENSRNOG00000012301",7
"ENSRNOG00000070848",183
"ENSRNOG00000059992",0
"ENSRNOG00000042899",1
"ENSRNOG00000067858",1
"ENSRNOG00000013160",2288
"ENSRNOG00000024077",121
"ENSRNOG00000069496",0
"ENSRNOG00000020456",2266
"ENSRNOG00000019802",233
"ENSRNOG00000065781",85
"ENSRNOG00000061992",4
"ENSRNOG00000063059",0
"ENSRNOG00000062668",14
"ENSRNOG00000012806",1806
"ENSRNOG00000070914",136
"ENSRNOG00000019497",4590
"ENSRNOG00000036784",2
"ENSRNOG00000045545",18
"ENSRNOG00000064214",191
"ENSRNOG00000037331",1
"ENSRNOG00000054403",0
"ENSRNOG00000063616",65
"ENSRNOG00000062784",48
"ENSRNOG00000020774",508
"ENSRNOG00000064412",90
"ENSRNOG00000037897",354
"ENSRNOG00000067637",9
"ENSRNOG00000062989",1
"ENSRNOG00000015557",0
"ENSRNOG00000070647",0
"ENSRNOG00000042528",0
"ENSRNOG00000065143",0
"ENSRNOG00000016831",19238
"ENSRNOG00000024280",3
"ENSRNOG00000062309",0
"ENSRNOG00000066149",3
"ENSRNOG00000038101",0
"ENSRNOG00000070762",0
"ENSRNOG00000063199",0
"ENSRNOG00000055683",655
"ENSRNOG00000056228",2033
"ENSRNOG00000068057",0
"ENSRNOG00000070110",0
"ENSRNOG00000067051",0
"ENSRNOG00000028743",0
"ENSRNOG00000067556",14
"ENSRNOG00000062923",0
"ENSRNOG00000065617",0
"ENSRNOG00000066584",1
"ENSRNOG00000071129",14
"ENSRNOG00000013925",421
"ENSRNOG00000028273",14
"ENSRNOG00000055310",0
"ENSRNOG00000070853",3
"ENSRNOG00000065047",0
"ENSRNOG00000023233",290
"ENSRNOG00000034075",1
"ENSRNOG00000055312",1
"ENSRNOG00000070548",0
"ENSRNOG00000014341",584
"ENSRNOG00000069950",1
"ENSRNOG00000020543",772
"ENSRNOG00000020298",6353
"ENSRNOG00000018255",5610
"ENSRNOG00000070075",0
"ENSRNOG00000066399",3757
"ENSRNOG00000060725",0
"ENSRNOG00000021000",18
"ENSRNOG00000062617",2
"ENSRNOG00000062327",470
"ENSRNOG00000015876",0
"ENSRNOG00000016286",1
"ENSRNOG00000070318",29
"ENSRNOG00000070963",38
"ENSRNOG00000034061",0
"ENSRNOG00000033729",406
"ENSRNOG00000052677",0
"ENSRNOG00000017386",0
"ENSRNOG00000063011",0
"ENSRNOG00000070623",1
"ENSRNOG00000067477",18
"ENSRNOG00000020716",7404
"ENSRNOG00000066188",0
"ENSRNOG00000065495",0
"ENSRNOG00000018402",1
"ENSRNOG00000011488",137
"ENSRNOG00000068145",42
"ENSRNOG00000067525",32
"ENSRNOG00000066657",0
"ENSRNOG00000015441",802
"ENSRNOG00000071003",56
"ENSRNOG00000067263",0
"ENSRNOG00000047057",0
"ENSRNOG00000049826",0
"ENSRNOG00000020412",4489
"ENSRNOG00000065957",209
"ENSRNOG00000016923",4175
"ENSRNOG00000066567",352
"ENSRNOG00000018405",0
"ENSRNOG00000010938",0
"ENSRNOG00000065260",121
"ENSRNOG00000068883",0
"ENSRNOG00000063165",0
"ENSRNOG00000065394",0
"ENSRNOG00000014318",0
"ENSRNOG00000011029",3162
"ENSRNOG00000069309",0
"ENSRNOG00000017331",0
"ENSRNOG00000015239",1516
"ENSRNOG00000069539",348
"ENSRNOG00000016857",0
"ENSRNOG00000018426",0
"ENSRNOG00000020110",1902
"ENSRNOG00000012084",5933
"ENSRNOG00000033813",0
"ENSRNOG00000068378",0
"ENSRNOG00000046652",348
"ENSRNOG00000013770",0
"ENSRNOG00000024961",92
"ENSRNOG00000017341",0
"ENSRNOG00000011672",1
"ENSRNOG00000017673",131
"ENSRNOG00000032150",1
"ENSRNOG00000066542",3
"ENSRNOG00000064968",0
"ENSRNOG00000018356",364
"ENSRNOG00000017344",0
"ENSRNOG00000018287",1
"ENSRNOG00000023753",337
"ENSRNOG00000068886",0
"ENSRNOG00000030932",126
"ENSRNOG00000018761",8163
"ENSRNOG00000066496",0
"ENSRNOG00000066261",0
"ENSRNOG00000062876",27
"ENSRNOG00000069274",68
"ENSRNOG00000070624",13
"ENSRNOG00000030160",35
"ENSRNOG00000069633",1123
"ENSRNOG00000032946",12
"ENSRNOG00000055877",1
"ENSRNOG00000025088",2
"ENSRNOG00000020743",63
"ENSRNOG00000020281",1
"ENSRNOG00000066177",0
"ENSRNOG00000012362",0
"ENSRNOG00000014303",1035
"ENSRNOG00000018454",45
"ENSRNOG00000052023",0
"ENSRNOG00000020531",132
"ENSRNOG00000019544",386
"ENSRNOG00000020477",215
"ENSRNOG00000033414",0
"ENSRNOG00000023549",1025
"ENSRNOG00000063696",4
"ENSRNOG00000070385",33
"ENSRNOG00000021096",396
"ENSRNOG00000021149",0
"ENSRNOG00000064236",0
"ENSRNOG00000022796",58
"ENSRNOG00000029784",902
"ENSRNOG00000018885",771
"ENSRNOG00000065743",0
"ENSRNOG00000068428",0
"ENSRNOG00000063852",166
"ENSRNOG00000048138",69
"ENSRNOG00000063320",0
"ENSRNOG00000017982",0
"ENSRNOG00000019306",13
"ENSRNOG00000018440",549
"ENSRNOG00000029082",967
"ENSRNOG00000021104",15732
"ENSRNOG00000011451",30
"ENSRNOG00000046080",0
"ENSRNOG00000017254",1178
"ENSRNOG00000020117",590
"ENSRNOG00000050995",163
"ENSRNOG00000054854",447
"ENSRNOG00000015503",4
"ENSRNOG00000021003",399
"ENSRNOG00000020274",125
"ENSRNOG00000069173",7
"ENSRNOG00000068815",0
"ENSRNOG00000067287",0
"ENSRNOG00000065528",109
"ENSRNOG00000020899",0
"ENSRNOG00000015919",0
"ENSRNOG00000022701",12
"ENSRNOG00000058039",32174
"ENSRNOG00000018556",428
"ENSRNOG00000065206",17
"ENSRNOG00000042741",2
"ENSRNOG00000028137",3579
"ENSRNOG00000051102",452
"ENSRNOG00000019770",183
"ENSRNOG00000010983",0
"ENSRNOG00000020296",320
"ENSRNOG00000022640",5
"ENSRNOG00000029805",258
"ENSRNOG00000066726",0
"ENSRNOG00000017601",160
"ENSRNOG00000027811",0
"ENSRNOG00000016090",1960
"ENSRNOG00000045560",2
"ENSRNOG00000049596",2
"ENSRNOG00000020651",1638
"ENSRNOG00000065330",31
"ENSRNOG00000016679",6
"ENSRNOG00000049445",0
"ENSRNOG00000017379",0
"ENSRNOG00000071114",0
"ENSRNOG00000018350",0
"ENSRNOG00000028992",53526
"ENSRNOG00000068837",0
"ENSRNOG00000036653",0
"ENSRNOG00000019838",562
"ENSRNOG00000068048",961
"ENSRNOG00000019549",1148
"ENSRNOG00000011151",364
"ENSRNOG00000022189",260
"ENSRNOG00000064154",0
"ENSRNOG00000062996",1
"ENSRNOG00000015526",0
"ENSRNOG00000020762",2406
"ENSRNOG00000023318",4
"ENSRNOG00000066701",43
"ENSRNOG00000053075",22
"ENSRNOG00000012874",542
"ENSRNOG00000068069",0
"ENSRNOG00000056069",458
"ENSRNOG00000048424",292
"ENSRNOG00000024257",55
"ENSRNOG00000065214",8
"ENSRNOG00000064813",0
"ENSRNOG00000067015",0
"ENSRNOG00000011895",559
"ENSRNOG00000023659",0
"ENSRNOG00000070807",0
"ENSRNOG00000065154",0
"ENSRNOG00000009791",0
"ENSRNOG00000017659",0
"ENSRNOG00000020777",363
"ENSRNOG00000016266",400
"ENSRNOG00000017839",1057
"ENSRNOG00000018537",0
"ENSRNOG00000068551",0
"ENSRNOG00000017918",26
"ENSRNOG00000016381",178
"ENSRNOG00000020736",123
"ENSRNOG00000063010",0
"ENSRNOG00000069056",193
"ENSRNOG00000065375",0
"ENSRNOG00000023985",216
"ENSRNOG00000016041",3
"ENSRNOG00000019376",248
"ENSRNOG00000017456",0
"ENSRNOG00000008815",326
"ENSRNOG00000016722",4777
"ENSRNOG00000048397",296
"ENSRNOG00000017728",460
"ENSRNOG00000020783",22
"ENSRNOG00000067450",750
"ENSRNOG00000015552",358
"ENSRNOG00000025819",0
"ENSRNOG00000016919",2096
"ENSRNOG00000018955",0
"ENSRNOG00000064421",1
"ENSRNOG00000019106",2037
"ENSRNOG00000064814",0
"ENSRNOG00000010959",212
"ENSRNOG00000021474",0
"ENSRNOG00000032940",0
"ENSRNOG00000043512",0
"ENSRNOG00000028274",1599
"ENSRNOG00000024410",537
"ENSRNOG00000015527",0
"ENSRNOG00000010017",358
"ENSRNOG00000050015",9
"ENSRNOG00000047692",174
"ENSRNOG00000060431",2
"ENSRNOG00000065271",0
"ENSRNOG00000070291",0
"ENSRNOG00000068975",0
"ENSRNOG00000020304",1817
"ENSRNOG00000017418",7275
"ENSRNOG00000012369",1
"ENSRNOG00000036625",0
"ENSRNOG00000021946",0
"ENSRNOG00000038497",0
"ENSRNOG00000055424",6
"ENSRNOG00000024746",0
"ENSRNOG00000014450",1335
"ENSRNOG00000067065",2900
"ENSRNOG00000037298",14
"ENSRNOG00000025247",0
"ENSRNOG00000062496",0
"ENSRNOG00000023151",0
"ENSRNOG00000048663",0
"ENSRNOG00000016825",91
"ENSRNOG00000024737",2352
"ENSRNOG00000013624",182
"ENSRNOG00000022610",0
"ENSRNOG00000065850",0
"ENSRNOG00000070456",0
"ENSRNOG00000020325",1511
"ENSRNOG00000019854",0
"ENSRNOG00000015413",400
"ENSRNOG00000016897",2
"ENSRNOG00000037690",595
"ENSRNOG00000067174",0
"ENSRNOG00000014330",1245
"ENSRNOG00000069494",0
"ENSRNOG00000026419",0
"ENSRNOG00000013223",425
"ENSRNOG00000065958",0
"ENSRNOG00000046112",117
"ENSRNOG00000027264",267
"ENSRNOG00000032798",447
"ENSRNOG00000019319",2647
"ENSRNOG00000018603",150
"ENSRNOG00000032817",0
"ENSRNOG00000027422",467
"ENSRNOG00000020763",1262
"ENSRNOG00000064249",0
"ENSRNOG00000049505",366
"ENSRNOG00000059408",1274
"ENSRNOG00000048250",673
"ENSRNOG00000064870",0
"ENSRNOG00000028891",57
"ENSRNOG00000019959",4
"ENSRNOG00000020452",1863
"ENSRNOG00000050224",566
"ENSRNOG00000031562",0
"ENSRNOG00000013439",0
"ENSRNOG00000014916",3647
"ENSRNOG00000033196",2
"ENSRNOG00000020263",1
"ENSRNOG00000058277",2
"ENSRNOG00000051197",6134
"ENSRNOG00000071074",0
"ENSRNOG00000068712",0
"ENSRNOG00000020947",249
"ENSRNOG00000020597",188
"ENSRNOG00000068594",0
"ENSRNOG00000017826",668
"ENSRNOG00000013506",562
"ENSRNOG00000014277",466
"ENSRNOG00000012641",1858
"ENSRNOG00000040300",4
"ENSRNOG00000015675",0
"ENSRNOG00000050206",2
"ENSRNOG00000063249",0
"ENSRNOG00000012002",14294
"ENSRNOG00000012788",1898
"ENSRNOG00000070758",0
"ENSRNOG00000070086",0
"ENSRNOG00000017873",3
"ENSRNOG00000020532",144
"ENSRNOG00000019418",2
"ENSRNOG00000070971",38
"ENSRNOG00000031178",0
"ENSRNOG00000042308",64
"ENSRNOG00000012574",253
"ENSRNOG00000047040",11
"ENSRNOG00000001500",557
"ENSRNOG00000016737",0
"ENSRNOG00000019413",147
"ENSRNOG00000068445",1939
"ENSRNOG00000015844",1955
"ENSRNOG00000068953",145
"ENSRNOG00000047703",0
"ENSRNOG00000038276",0
"ENSRNOG00000063034",0
"ENSRNOG00000067884",0
"ENSRNOG00000017963",305
"ENSRNOG00000064966",2
"ENSRNOG00000019532",2520
"ENSRNOG00000015217",716
"ENSRNOG00000016267",357
"ENSRNOG00000021510",2
"ENSRNOG00000059330",0
"ENSRNOG00000020425",1206
"ENSRNOG00000064833",0
"ENSRNOG00000017383",862
"ENSRNOG00000019161",558
"ENSRNOG00000047526",635
"ENSRNOG00000069479",0
"ENSRNOG00000028041",1
"ENSRNOG00000016462",385
"ENSRNOG00000067828",4
"ENSRNOG00000010664",158
"ENSRNOG00000019424",0
"ENSRNOG00000016790",968
"ENSRNOG00000039730",920
"ENSRNOG00000014902",285
"ENSRNOG00000020949",0
"ENSRNOG00000066044",0
"ENSRNOG00000013358",22
"ENSRNOG00000049259",328
"ENSRNOG00000023091",74
"ENSRNOG00000015860",0
"ENSRNOG00000018517",359
"ENSRNOG00000001499",13
"ENSRNOG00000050554",60
"ENSRNOG00000021206",105
"ENSRNOG00000065183",0
"ENSRNOG00000050223",1546
"ENSRNOG00000011191",0
"ENSRNOG00000030281",0
"ENSRNOG00000069921",312
"ENSRNOG00000018514",0
"ENSRNOG00000016054",4750
"ENSRNOG00000020956",655
"ENSRNOG00000001501",647
"ENSRNOG00000018512",0
"ENSRNOG00000020417",930
"ENSRNOG00000063413",0
"ENSRNOG00000069434",99
"ENSRNOG00000013877",923
"ENSRNOG00000064721",1390
"ENSRNOG00000036648",1
"ENSRNOG00000018878",800
"ENSRNOG00000020410",6
"ENSRNOG00000014852",374
"ENSRNOG00000037715",508
"ENSRNOG00000065723",0
"ENSRNOG00000063597",0
"ENSRNOG00000064980",1
"ENSRNOG00000020793",656
"ENSRNOG00000047145",272
"ENSRNOG00000052304",0
"ENSRNOG00000065613",0
"ENSRNOG00000019442",320
"ENSRNOG00000015152",0
"ENSRNOG00000066612",1
"ENSRNOG00000016935",1842
"ENSRNOG00000018531",494
"ENSRNOG00000020426",838
"ENSRNOG00000016038",1632
"ENSRNOG00000016611",958
"ENSRNOG00000056118",3931
"ENSRNOG00000019127",182
"ENSRNOG00000046353",48
"ENSRNOG00000069874",0
"ENSRNOG00000023150",16660
"ENSRNOG00000047229",357
"ENSRNOG00000068940",0
"ENSRNOG00000062423",0
"ENSRNOG00000022313",0
"ENSRNOG00000015086",1
"ENSRNOG00000062741",12
"ENSRNOG00000069678",0
"ENSRNOG00000019280",7
"ENSRNOG00000020587",21251
"ENSRNOG00000065864",0
"ENSRNOG00000027240",1
"ENSRNOG00000020411",2612
"ENSRNOG00000065701",0
"ENSRNOG00000030331",0
"ENSRNOG00000062988",0
"ENSRNOG00000063917",0
"ENSRNOG00000063592",28
"ENSRNOG00000016973",327
"ENSRNOG00000018551",0
"ENSRNOG00000015293",9
"ENSRNOG00000049232",3025
"ENSRNOG00000063929",0
"ENSRNOG00000019318",10
"ENSRNOG00000018547",150
"ENSRNOG00000018580",0
"ENSRNOG00000042592",945
"ENSRNOG00000050831",0
"ENSRNOG00000064244",22
"ENSRNOG00000020481",179
"ENSRNOG00000043154",1
"ENSRNOG00000018606",0
"ENSRNOG00000018664",0
"ENSRNOG00000013823",1
"ENSRNOG00000019501",752
"ENSRNOG00000017897",19
"ENSRNOG00000016791",948
"ENSRNOG00000021058",207
"ENSRNOG00000012692",590
"ENSRNOG00000065121",0
"ENSRNOG00000013351",4090
"ENSRNOG00000017509",498
"ENSRNOG00000018515",328
"ENSRNOG00000031927",0
"ENSRNOG00000063282",0
"ENSRNOG00000017147",10
"ENSRNOG00000032004",1
"ENSRNOG00000022164",53
"ENSRNOG00000021063",127
"ENSRNOG00000013407",1
"ENSRNOG00000065806",0
"ENSRNOG00000039076",259
"ENSRNOG00000019489",665
"ENSRNOG00000014951",2
"ENSRNOG00000031739",19
"ENSRNOG00000020235",8604
"ENSRNOG00000021130",2
"ENSRNOG00000046669",0
"ENSRNOG00000018612",0
"ENSRNOG00000019999",66
"ENSRNOG00000014925",42
"ENSRNOG00000021017",354
"ENSRNOG00000010994",118
"ENSRNOG00000070690",0
"ENSRNOG00000054336",2
"ENSRNOG00000015407",0
"ENSRNOG00000018831",0
"ENSRNOG00000015830",0
"ENSRNOG00000012988",12
"ENSRNOG00000021027",1243
"ENSRNOG00000042686",513
"ENSRNOG00000009922",0
"ENSRNOG00000052287",0
"ENSRNOG00000014610",16540
"ENSRNOG00000020882",452
"ENSRNOG00000067926",1334
"ENSRNOG00000019627",9
"ENSRNOG00000016940",586
"ENSRNOG00000015488",1261
"ENSRNOG00000012034",0
"ENSRNOG00000015609",292
"ENSRNOG00000030776",252
"ENSRNOG00000020308",1464
"ENSRNOG00000021032",1035
"ENSRNOG00000042705",1
"ENSRNOG00000068628",0
"ENSRNOG00000017191",4522
"ENSRNOG00000016624",10
"ENSRNOG00000070392",1012
"ENSRNOG00000063151",0
"ENSRNOG00000018864",0
"ENSRNOG00000018369",281
"ENSRNOG00000025587",985
"ENSRNOG00000023053",1272
"ENSRNOG00000050257",80
"ENSRNOG00000071068",0
"ENSRNOG00000068373",0
"ENSRNOG00000069023",0
"ENSRNOG00000033498",1660
"ENSRNOG00000042852",0
"ENSRNOG00000070184",260
"ENSRNOG00000065015",189
"ENSRNOG00000019432",1
"ENSRNOG00000012460",113
"ENSRNOG00000031202",4
"ENSRNOG00000068605",3
"ENSRNOG00000063141",0
"ENSRNOG00000020057",1
"ENSRNOG00000026163",1264
"ENSRNOG00000061312",0
"ENSRNOG00000015982",1
"ENSRNOG00000068273",0
"ENSRNOG00000040242",75
"ENSRNOG00000021035",7831
"ENSRNOG00000020675",1863
"ENSRNOG00000043455",0
"ENSRNOG00000012036",373
"ENSRNOG00000021800",3
"ENSRNOG00000015551",748
"ENSRNOG00000069813",0
"ENSRNOG00000020683",4744
"ENSRNOG00000019283",115
"ENSRNOG00000055650",1
"ENSRNOG00000064555",0
"ENSRNOG00000064293",1605
"ENSRNOG00000070088",0
"ENSRNOG00000021039",6
"ENSRNOG00000014434",1098
"ENSRNOG00000014290",0
"ENSRNOG00000066778",0
"ENSRNOG00000020812",3739
"ENSRNOG00000020546",83
"ENSRNOG00000065013",0
"ENSRNOG00000012524",3222
"ENSRNOG00000042777",307
"ENSRNOG00000012103",8
"ENSRNOG00000019728",0
"ENSRNOG00000063232",1
"ENSRNOG00000071080",0
"ENSRNOG00000046874",2090
"ENSRNOG00000027405",532
"ENSRNOG00000068792",4
"ENSRNOG00000026109",489
"ENSRNOG00000020538",3
"ENSRNOG00000029766",0
"ENSRNOG00000021046",5
"ENSRNOG00000068685",0
"ENSRNOG00000015660",517
"ENSRNOG00000067569",0
"ENSRNOG00000068625",0
"ENSRNOG00000020098",0
"ENSRNOG00000017854",643
"ENSRNOG00000001488",5309
"ENSRNOG00000020713",1601
"ENSRNOG00000070095",46
"ENSRNOG00000067308",1
"ENSRNOG00000064385",3526
"ENSRNOG00000068117",0
"ENSRNOG00000046983",153
"ENSRNOG00000012611",93
"ENSRNOG00000018773",193
"ENSRNOG00000020109",0
"ENSRNOG00000031529",0
"ENSRNOG00000017508",328
"ENSRNOG00000010853",0
"ENSRNOG00000019555",865
"ENSRNOG00000020876",1185
"ENSRNOG00000012092",0
"ENSRNOG00000037814",12
"ENSRNOG00000055972",2
"ENSRNOG00000034184",22
"ENSRNOG00000020233",2675
"ENSRNOG00000018808",54
"ENSRNOG00000020883",262
"ENSRNOG00000056362",0
"ENSRNOG00000001489",536
"ENSRNOG00000024414",2137
"ENSRNOG00000015593",0
"ENSRNOG00000046971",1
"ENSRNOG00000033906",6
"ENSRNOG00000027784",1906
"ENSRNOG00000021048",7
"ENSRNOG00000013553",0
"ENSRNOG00000018690",402
"ENSRNOG00000011540",1892
"ENSRNOG00000020927",25
"ENSRNOG00000020063",462
"ENSRNOG00000023528",6
"ENSRNOG00000064702",0
"ENSRNOG00000017678",2043
"ENSRNOG00000011476",173
"ENSRNOG00000052220",0
"ENSRNOG00000049014",0
"ENSRNOG00000024460",391
"ENSRNOG00000020982",1372
"ENSRNOG00000001490",846
"ENSRNOG00000022129",0
"ENSRNOG00000011480",1007
"ENSRNOG00000020578",71
"ENSRNOG00000012872",381
"ENSRNOG00000010087",434
"ENSRNOG00000021493",14
"ENSRNOG00000020889",16104
"ENSRNOG00000064590",0
"ENSRNOG00000020695",622
"ENSRNOG00000047575",227
"ENSRNOG00000061450",36
"ENSRNOG00000020102",6353
"ENSRNOG00000068112",0
"ENSRNOG00000017429",8
"ENSRNOG00000010753",1557
"ENSRNOG00000020605",344
"ENSRNOG00000066632",0
"ENSRNOG00000012576",1285
"ENSRNOG00000015517",302
"ENSRNOG00000017030",2073
"ENSRNOG00000070869",0
"ENSRNOG00000067718",0
"ENSRNOG00000025644",156
"ENSRNOG00000013663",48
"ENSRNOG00000019599",0
"ENSRNOG00000020938",0
"ENSRNOG00000014166",264
"ENSRNOG00000047035",1218
"ENSRNOG00000015658",3333
"ENSRNOG00000063891",0
"ENSRNOG00000024580",1
"ENSRNOG00000020686",2
"ENSRNOG00000066760",0
"ENSRNOG00000066678",0
"ENSRNOG00000021078",0
"ENSRNOG00000014791",3663
"ENSRNOG00000019249",2
"ENSRNOG00000069065",18
"ENSRNOG00000011290",498
"ENSRNOG00000019485",3584
"ENSRNOG00000020990",0
"ENSRNOG00000015822",1131
"ENSRNOG00000047279",1
"ENSRNOG00000015456",153
"ENSRNOG00000015783",0
"ENSRNOG00000066654",0
"ENSRNOG00000020995",2
"ENSRNOG00000020310",713
"ENSRNOG00000020669",25
"ENSRNOG00000020699",2
"ENSRNOG00000069183",0
"ENSRNOG00000068514",0
"ENSRNOG00000021507",0
"ENSRNOG00000036981",0
"ENSRNOG00000002628",0
"ENSRNOG00000006962",3
"ENSRNOG00000018012",2816
"ENSRNOG00000069456",1501
"ENSRNOG00000015180",128
"ENSRNOG00000025220",37
"ENSRNOG00000013123",14
"ENSRNOG00000064904",0
"ENSRNOG00000018858",187
"ENSRNOG00000020164",40
"ENSRNOG00000025354",2
"ENSRNOG00000016769",0
"ENSRNOG00000031662",2
"ENSRNOG00000065448",0
"ENSRNOG00000026861",1
"ENSRNOG00000014465",0
"ENSRNOG00000029049",462
"ENSRNOG00000017220",687
"ENSRNOG00000031073",0
"ENSRNOG00000014181",0
"ENSRNOG00000016490",1
"ENSRNOG00000014779",1066
"ENSRNOG00000068871",0
"ENSRNOG00000018339",1
"ENSRNOG00000031459",363
"ENSRNOG00000017648",0
"ENSRNOG00000018336",16
"ENSRNOG00000021011",3
"ENSRNOG00000055761",1116
"ENSRNOG00000009891",775
"ENSRNOG00000011058",3743
"ENSRNOG00000018321",15
"ENSRNOG00000031113",931
"ENSRNOG00000067810",0
"ENSRNOG00000015972",2
"ENSRNOG00000047019",441
"ENSRNOG00000045732",0
"ENSRNOG00000011077",10118
"ENSRNOG00000052687",802
"ENSRNOG00000019453",58442
"ENSRNOG00000014227",0
"ENSRNOG00000015339",2661
"ENSRNOG00000051208",0
"ENSRNOG00000037219",0
"ENSRNOG00000016697",106
"ENSRNOG00000064479",0
"ENSRNOG00000017756",1
"ENSRNOG00000070772",0
"ENSRNOG00000038445",9
"ENSRNOG00000020779",2
"ENSRNOG00000048014",0
"ENSRNOG00000019600",0
"ENSRNOG00000020206",8850
"ENSRNOG00000021014",0
"ENSRNOG00000068083",0
"ENSRNOG00000027436",274
"ENSRNOG00000064179",3
"ENSRNOG00000017357",0
"ENSRNOG00000062814",2
"ENSRNOG00000018524",1703
"ENSRNOG00000020530",1
"ENSRNOG00000016147",6
"ENSRNOG00000021056",62
"ENSRNOG00000037638",1268
"ENSRNOG00000065638",1
"ENSRNOG00000019199",156
"ENSRNOG00000015218",438
"ENSRNOG00000050207",0
"ENSRNOG00000010763",1
"ENSRNOG00000069620",0
"ENSRNOG00000015030",1519
"ENSRNOG00000011015",1502
"ENSRNOG00000014787",0
"ENSRNOG00000066679",0
"ENSRNOG00000021020",1
"ENSRNOG00000019338",1
"ENSRNOG00000021016",1
"ENSRNOG00000020700",206
"ENSRNOG00000064437",206
"ENSRNOG00000016327",385
"ENSRNOG00000023847",0
"ENSRNOG00000069949",0
"ENSRNOG00000014829",443
"ENSRNOG00000020044",821
"ENSRNOG00000016595",2
"ENSRNOG00000060021",28
"ENSRNOG00000065515",0
"ENSRNOG00000064196",0
"ENSRNOG00000037798",53
"ENSRNOG00000060610",0
"ENSRNOG00000052810",6
"ENSRNOG00000017681",0
"ENSRNOG00000019616",0
"ENSRNOG00000055176",17
"ENSRNOG00000056940",3157
"ENSRNOG00000063855",0
"ENSRNOG00000016102",8
"ENSRNOG00000055298",0
"ENSRNOG00000029490",523
"ENSRNOG00000009462",625
"ENSRNOG00000060429",313
"ENSRNOG00000021109",31
"ENSRNOG00000018986",8
"ENSRNOG00000008824",0
"ENSRNOG00000063416",1
"ENSRNOG00000070289",0
"ENSRNOG00000051450",833
"ENSRNOG00000062471",0
"ENSRNOG00000061012",2287
"ENSRNOG00000013241",0
"ENSRNOG00000021118",1947
"ENSRNOG00000053735",693
"ENSRNOG00000002332",16
"ENSRNOG00000054418",0
"ENSRNOG00000015911",2707
"ENSRNOG00000032034",2613
"ENSRNOG00000061533",387
"ENSRNOG00000009664",206
"ENSRNOG00000033775",0
"ENSRNOG00000066079",0
"ENSRNOG00000065821",0
"ENSRNOG00000021025",685
"ENSRNOG00000001466",0
"ENSRNOG00000011994",0
"ENSRNOG00000026572",80
"ENSRNOG00000020719",204
"ENSRNOG00000019560",7
"ENSRNOG00000062718",1
"ENSRNOG00000046480",92
"ENSRNOG00000017365",1
"ENSRNOG00000016807",3270
"ENSRNOG00000015865",3023
"ENSRNOG00000018007",523
"ENSRNOG00000069231",0
"ENSRNOG00000056733",0
"ENSRNOG00000028753",362
"ENSRNOG00000025375",1
"ENSRNOG00000020182",437
"ENSRNOG00000013190",390
"ENSRNOG00000013795",590
"ENSRNOG00000060603",234
"ENSRNOG00000019970",578
"ENSRNOG00000061348",71
"ENSRNOG00000031003",123
"ENSRNOG00000020652",10948
"ENSRNOG00000058286",0
"ENSRNOG00000037541",0
"ENSRNOG00000062473",382
"ENSRNOG00000070704",0
"ENSRNOG00000060972",970
"ENSRNOG00000070441",6
"ENSRNOG00000011975",1111
"ENSRNOG00000019132",156
"ENSRNOG00000047901",0
"ENSRNOG00000070198",0
"ENSRNOG00000016368",476
"ENSRNOG00000004273",60
"ENSRNOG00000066811",0
"ENSRNOG00000021145",181
"ENSRNOG00000054391",545
"ENSRNOG00000020731",8
"ENSRNOG00000033343",24
"ENSRNOG00000066108",0
"ENSRNOG00000032819",0
"ENSRNOG00000070349",62
"ENSRNOG00000019578",11352
"ENSRNOG00000011174",5
"ENSRNOG00000017137",208
"ENSRNOG00000020897",3713
"ENSRNOG00000014186",126
"ENSRNOG00000012055",2756
"ENSRNOG00000017753",222
"ENSRNOG00000029945",0
"ENSRNOG00000017975",0
"ENSRNOG00000051915",1249
"ENSRNOG00000020746",1
"ENSRNOG00000011411",1083
"ENSRNOG00000068342",337
"ENSRNOG00000026517",1360
"ENSRNOG00000020991",1
"ENSRNOG00000065978",0
"ENSRNOG00000021147",1575
"ENSRNOG00000018106",151
"ENSRNOG00000017621",773
"ENSRNOG00000024056",263
"ENSRNOG00000010964",5246
"ENSRNOG00000018411",318
"ENSRNOG00000023931",91
"ENSRNOG00000054181",0
"ENSRNOG00000014530",2019
"ENSRNOG00000065256",0
"ENSRNOG00000055194",0
"ENSRNOG00000011675",136
"ENSRNOG00000017446",4725
"ENSRNOG00000016244",5236
"ENSRNOG00000063516",0
"ENSRNOG00000016815",634
"ENSRNOG00000018936",504
"ENSRNOG00000014193",793
"ENSRNOG00000021659",14
"ENSRNOG00000014908",1136
"ENSRNOG00000065298",0
"ENSRNOG00000064302",201
