"","IGFNS3_aligned.bam"
"ENSRNOG00000052256",2123
"ENSRNOG00000062365",0
"ENSRNOG00000066972",0
"ENSRNOG00000065700",0
"ENSRNOG00000049190",0
"ENSRNOG00000065336",17
"ENSRNOG00000057889",0
"ENSRNOG00000019206",0
"ENSRNOG00000011931",3691
"ENSRNOG00000065087",0
"ENSRNOG00000071194",53
"ENSRNOG00000037556",272
"ENSRNOG00000069523",0
"ENSRNOG00000063248",0
"ENSRNOG00000069498",0
"ENSRNOG00000064406",0
"ENSRNOG00000068492",11
"ENSRNOG00000052236",48
"ENSRNOG00000064058",0
"ENSRNOG00000068138",2
"ENSRNOG00000062480",0
"ENSRNOG00000048219",0
"ENSRNOG00000063331",0
"ENSRNOG00000012301",1
"ENSRNOG00000070848",174
"ENSRNOG00000059992",0
"ENSRNOG00000042899",0
"ENSRNOG00000067858",0
"ENSRNOG00000013160",2081
"ENSRNOG00000024077",185
"ENSRNOG00000069496",0
"ENSRNOG00000020456",2230
"ENSRNOG00000019802",249
"ENSRNOG00000065781",47
"ENSRNOG00000061992",2
"ENSRNOG00000063059",0
"ENSRNOG00000062668",13
"ENSRNOG00000012806",1584
"ENSRNOG00000070914",184
"ENSRNOG00000019497",3889
"ENSRNOG00000036784",3
"ENSRNOG00000045545",15
"ENSRNOG00000064214",105
"ENSRNOG00000037331",3
"ENSRNOG00000054403",0
"ENSRNOG00000063616",46
"ENSRNOG00000062784",26
"ENSRNOG00000020774",506
"ENSRNOG00000064412",58
"ENSRNOG00000037897",250
"ENSRNOG00000067637",11
"ENSRNOG00000062989",2
"ENSRNOG00000015557",0
"ENSRNOG00000070647",0
"ENSRNOG00000042528",1
"ENSRNOG00000065143",0
"ENSRNOG00000016831",24780
"ENSRNOG00000024280",1
"ENSRNOG00000062309",0
"ENSRNOG00000066149",0
"ENSRNOG00000038101",0
"ENSRNOG00000070762",0
"ENSRNOG00000063199",0
"ENSRNOG00000055683",556
"ENSRNOG00000056228",381
"ENSRNOG00000068057",0
"ENSRNOG00000070110",0
"ENSRNOG00000067051",0
"ENSRNOG00000028743",0
"ENSRNOG00000067556",12
"ENSRNOG00000062923",0
"ENSRNOG00000065617",0
"ENSRNOG00000066584",0
"ENSRNOG00000071129",14
"ENSRNOG00000013925",563
"ENSRNOG00000028273",8
"ENSRNOG00000055310",0
"ENSRNOG00000070853",5
"ENSRNOG00000065047",0
"ENSRNOG00000023233",260
"ENSRNOG00000034075",1
"ENSRNOG00000055312",1
"ENSRNOG00000070548",0
"ENSRNOG00000014341",574
"ENSRNOG00000069950",1
"ENSRNOG00000020543",625
"ENSRNOG00000020298",3404
"ENSRNOG00000018255",3911
"ENSRNOG00000070075",0
"ENSRNOG00000066399",5010
"ENSRNOG00000060725",0
"ENSRNOG00000021000",14
"ENSRNOG00000062617",2
"ENSRNOG00000062327",331
"ENSRNOG00000015876",0
"ENSRNOG00000016286",0
"ENSRNOG00000070318",2
"ENSRNOG00000070963",16
"ENSRNOG00000034061",0
"ENSRNOG00000033729",334
"ENSRNOG00000052677",0
"ENSRNOG00000017386",0
"ENSRNOG00000063011",0
"ENSRNOG00000070623",0
"ENSRNOG00000067477",8
"ENSRNOG00000020716",4727
"ENSRNOG00000066188",0
"ENSRNOG00000065495",2
"ENSRNOG00000018402",0
"ENSRNOG00000011488",60
"ENSRNOG00000068145",40
"ENSRNOG00000067525",46
"ENSRNOG00000066657",0
"ENSRNOG00000015441",437
"ENSRNOG00000071003",45
"ENSRNOG00000067263",0
"ENSRNOG00000047057",0
"ENSRNOG00000049826",0
"ENSRNOG00000020412",3592
"ENSRNOG00000065957",143
"ENSRNOG00000016923",3522
"ENSRNOG00000066567",284
"ENSRNOG00000018405",0
"ENSRNOG00000010938",0
"ENSRNOG00000065260",77
"ENSRNOG00000068883",0
"ENSRNOG00000063165",0
"ENSRNOG00000065394",0
"ENSRNOG00000014318",0
"ENSRNOG00000011029",2087
"ENSRNOG00000069309",0
"ENSRNOG00000017331",0
"ENSRNOG00000015239",905
"ENSRNOG00000069539",332
"ENSRNOG00000016857",0
"ENSRNOG00000018426",2
"ENSRNOG00000020110",1287
"ENSRNOG00000012084",5433
"ENSRNOG00000033813",0
"ENSRNOG00000068378",0
"ENSRNOG00000046652",302
"ENSRNOG00000013770",0
"ENSRNOG00000024961",83
"ENSRNOG00000017341",0
"ENSRNOG00000011672",0
"ENSRNOG00000017673",144
"ENSRNOG00000032150",3
"ENSRNOG00000066542",1
"ENSRNOG00000064968",0
"ENSRNOG00000018356",431
"ENSRNOG00000017344",0
"ENSRNOG00000018287",0
"ENSRNOG00000023753",289
"ENSRNOG00000068886",0
"ENSRNOG00000030932",104
"ENSRNOG00000018761",7043
"ENSRNOG00000066496",0
"ENSRNOG00000066261",0
"ENSRNOG00000062876",20
"ENSRNOG00000069274",52
"ENSRNOG00000070624",10
"ENSRNOG00000030160",29
"ENSRNOG00000069633",820
"ENSRNOG00000032946",10
"ENSRNOG00000055877",0
"ENSRNOG00000025088",0
"ENSRNOG00000020743",20
"ENSRNOG00000020281",0
"ENSRNOG00000066177",0
"ENSRNOG00000012362",0
"ENSRNOG00000014303",782
"ENSRNOG00000018454",45
"ENSRNOG00000052023",2
"ENSRNOG00000020531",131
"ENSRNOG00000019544",504
"ENSRNOG00000020477",192
"ENSRNOG00000033414",0
"ENSRNOG00000023549",367
"ENSRNOG00000063696",0
"ENSRNOG00000070385",15
"ENSRNOG00000021096",460
"ENSRNOG00000021149",0
"ENSRNOG00000064236",0
"ENSRNOG00000022796",40
"ENSRNOG00000029784",1078
"ENSRNOG00000018885",539
"ENSRNOG00000065743",0
"ENSRNOG00000068428",0
"ENSRNOG00000063852",152
"ENSRNOG00000048138",100
"ENSRNOG00000063320",0
"ENSRNOG00000017982",0
"ENSRNOG00000019306",12
"ENSRNOG00000018440",718
"ENSRNOG00000029082",844
"ENSRNOG00000021104",6630
"ENSRNOG00000011451",51
"ENSRNOG00000046080",0
"ENSRNOG00000017254",955
"ENSRNOG00000020117",329
"ENSRNOG00000050995",103
"ENSRNOG00000054854",203
"ENSRNOG00000015503",0
"ENSRNOG00000021003",538
"ENSRNOG00000020274",139
"ENSRNOG00000069173",2
"ENSRNOG00000068815",0
"ENSRNOG00000067287",0
"ENSRNOG00000065528",533
"ENSRNOG00000020899",0
"ENSRNOG00000015919",0
"ENSRNOG00000022701",10
"ENSRNOG00000058039",42338
"ENSRNOG00000018556",373
"ENSRNOG00000065206",15
"ENSRNOG00000042741",0
"ENSRNOG00000028137",6338
"ENSRNOG00000051102",368
"ENSRNOG00000019770",260
"ENSRNOG00000010983",0
"ENSRNOG00000020296",233
"ENSRNOG00000022640",4
"ENSRNOG00000029805",192
"ENSRNOG00000066726",0
"ENSRNOG00000017601",196
"ENSRNOG00000027811",0
"ENSRNOG00000016090",938
"ENSRNOG00000045560",2
"ENSRNOG00000049596",0
"ENSRNOG00000020651",1660
"ENSRNOG00000065330",43
"ENSRNOG00000016679",10
"ENSRNOG00000049445",0
"ENSRNOG00000017379",0
"ENSRNOG00000071114",0
"ENSRNOG00000018350",0
"ENSRNOG00000028992",5495
"ENSRNOG00000068837",0
"ENSRNOG00000036653",0
"ENSRNOG00000019838",342
"ENSRNOG00000068048",477
"ENSRNOG00000019549",729
"ENSRNOG00000011151",594
"ENSRNOG00000022189",86
"ENSRNOG00000064154",0
"ENSRNOG00000062996",2
"ENSRNOG00000015526",0
"ENSRNOG00000020762",2005
"ENSRNOG00000023318",6
"ENSRNOG00000066701",69
"ENSRNOG00000053075",35
"ENSRNOG00000012874",1020
"ENSRNOG00000068069",0
"ENSRNOG00000056069",942
"ENSRNOG00000048424",153
"ENSRNOG00000024257",27
"ENSRNOG00000065214",8
"ENSRNOG00000064813",0
"ENSRNOG00000067015",0
"ENSRNOG00000011895",403
"ENSRNOG00000023659",0
"ENSRNOG00000070807",0
"ENSRNOG00000065154",0
"ENSRNOG00000009791",0
"ENSRNOG00000017659",0
"ENSRNOG00000020777",264
"ENSRNOG00000016266",286
"ENSRNOG00000017839",695
"ENSRNOG00000018537",0
"ENSRNOG00000068551",0
"ENSRNOG00000017918",37
"ENSRNOG00000016381",210
"ENSRNOG00000020736",148
"ENSRNOG00000063010",0
"ENSRNOG00000069056",108
"ENSRNOG00000065375",0
"ENSRNOG00000023985",191
"ENSRNOG00000016041",0
"ENSRNOG00000019376",186
"ENSRNOG00000017456",0
"ENSRNOG00000008815",331
"ENSRNOG00000016722",4153
"ENSRNOG00000048397",223
"ENSRNOG00000017728",280
"ENSRNOG00000020783",19
"ENSRNOG00000067450",798
"ENSRNOG00000015552",298
"ENSRNOG00000025819",0
"ENSRNOG00000016919",2149
"ENSRNOG00000018955",0
"ENSRNOG00000064421",5
"ENSRNOG00000019106",1265
"ENSRNOG00000064814",0
"ENSRNOG00000010959",204
"ENSRNOG00000021474",0
"ENSRNOG00000032940",0
"ENSRNOG00000043512",1
"ENSRNOG00000028274",3331
"ENSRNOG00000024410",344
"ENSRNOG00000015527",0
"ENSRNOG00000010017",495
"ENSRNOG00000050015",6
"ENSRNOG00000047692",101
"ENSRNOG00000060431",0
"ENSRNOG00000065271",0
"ENSRNOG00000070291",0
"ENSRNOG00000068975",0
"ENSRNOG00000020304",1145
"ENSRNOG00000017418",4081
"ENSRNOG00000012369",1
"ENSRNOG00000036625",0
"ENSRNOG00000021946",0
"ENSRNOG00000038497",0
"ENSRNOG00000055424",5
"ENSRNOG00000024746",0
"ENSRNOG00000014450",1047
"ENSRNOG00000067065",2312
"ENSRNOG00000037298",33
"ENSRNOG00000025247",0
"ENSRNOG00000062496",0
"ENSRNOG00000023151",0
"ENSRNOG00000048663",0
"ENSRNOG00000016825",101
"ENSRNOG00000024737",2378
"ENSRNOG00000013624",126
"ENSRNOG00000022610",2
"ENSRNOG00000065850",0
"ENSRNOG00000070456",0
"ENSRNOG00000020325",1361
"ENSRNOG00000019854",0
"ENSRNOG00000015413",416
"ENSRNOG00000016897",2
"ENSRNOG00000037690",409
"ENSRNOG00000067174",0
"ENSRNOG00000014330",957
"ENSRNOG00000069494",0
"ENSRNOG00000026419",0
"ENSRNOG00000013223",405
"ENSRNOG00000065958",0
"ENSRNOG00000046112",89
"ENSRNOG00000027264",411
"ENSRNOG00000032798",678
"ENSRNOG00000019319",1599
"ENSRNOG00000018603",210
"ENSRNOG00000032817",0
"ENSRNOG00000027422",439
"ENSRNOG00000020763",1182
"ENSRNOG00000064249",0
"ENSRNOG00000049505",399
"ENSRNOG00000059408",1911
"ENSRNOG00000048250",547
"ENSRNOG00000064870",0
"ENSRNOG00000028891",29
"ENSRNOG00000019959",8
"ENSRNOG00000020452",1712
"ENSRNOG00000050224",366
"ENSRNOG00000031562",0
"ENSRNOG00000013439",0
"ENSRNOG00000014916",2886
"ENSRNOG00000033196",1
"ENSRNOG00000020263",1
"ENSRNOG00000058277",4
"ENSRNOG00000051197",4761
"ENSRNOG00000071074",0
"ENSRNOG00000068712",0
"ENSRNOG00000020947",258
"ENSRNOG00000020597",149
"ENSRNOG00000068594",0
"ENSRNOG00000017826",571
"ENSRNOG00000013506",424
"ENSRNOG00000014277",471
"ENSRNOG00000012641",1684
"ENSRNOG00000040300",0
"ENSRNOG00000015675",0
"ENSRNOG00000050206",5
"ENSRNOG00000063249",0
"ENSRNOG00000012002",6750
"ENSRNOG00000012788",1337
"ENSRNOG00000070758",0
"ENSRNOG00000070086",1
"ENSRNOG00000017873",0
"ENSRNOG00000020532",69
"ENSRNOG00000019418",5
"ENSRNOG00000070971",13
"ENSRNOG00000031178",0
"ENSRNOG00000042308",47
"ENSRNOG00000012574",215
"ENSRNOG00000047040",3
"ENSRNOG00000001500",502
"ENSRNOG00000016737",0
"ENSRNOG00000019413",76
"ENSRNOG00000068445",1895
"ENSRNOG00000015844",1393
"ENSRNOG00000068953",98
"ENSRNOG00000047703",0
"ENSRNOG00000038276",0
"ENSRNOG00000063034",0
"ENSRNOG00000067884",0
"ENSRNOG00000017963",205
"ENSRNOG00000064966",1
"ENSRNOG00000019532",1855
"ENSRNOG00000015217",617
"ENSRNOG00000016267",56
"ENSRNOG00000021510",1
"ENSRNOG00000059330",0
"ENSRNOG00000020425",941
"ENSRNOG00000064833",1
"ENSRNOG00000017383",640
"ENSRNOG00000019161",506
"ENSRNOG00000047526",623
"ENSRNOG00000069479",0
"ENSRNOG00000028041",0
"ENSRNOG00000016462",276
"ENSRNOG00000067828",2
"ENSRNOG00000010664",113
"ENSRNOG00000019424",0
"ENSRNOG00000016790",769
"ENSRNOG00000039730",641
"ENSRNOG00000014902",236
"ENSRNOG00000020949",1
"ENSRNOG00000066044",0
"ENSRNOG00000013358",30
"ENSRNOG00000049259",240
"ENSRNOG00000023091",80
"ENSRNOG00000015860",4
"ENSRNOG00000018517",262
"ENSRNOG00000001499",7
"ENSRNOG00000050554",34
"ENSRNOG00000021206",185
"ENSRNOG00000065183",0
"ENSRNOG00000050223",546
"ENSRNOG00000011191",0
"ENSRNOG00000030281",0
"ENSRNOG00000069921",273
"ENSRNOG00000018514",0
"ENSRNOG00000016054",4172
"ENSRNOG00000020956",906
"ENSRNOG00000001501",841
"ENSRNOG00000018512",0
"ENSRNOG00000020417",1003
"ENSRNOG00000063413",1
"ENSRNOG00000069434",14
"ENSRNOG00000013877",931
"ENSRNOG00000064721",1114
"ENSRNOG00000036648",0
"ENSRNOG00000018878",686
"ENSRNOG00000020410",5
"ENSRNOG00000014852",287
"ENSRNOG00000037715",450
"ENSRNOG00000065723",0
"ENSRNOG00000063597",1
"ENSRNOG00000064980",4
"ENSRNOG00000020793",548
"ENSRNOG00000047145",199
"ENSRNOG00000052304",0
"ENSRNOG00000065613",0
"ENSRNOG00000019442",254
"ENSRNOG00000015152",0
"ENSRNOG00000066612",0
"ENSRNOG00000016935",1265
"ENSRNOG00000018531",406
"ENSRNOG00000020426",1060
"ENSRNOG00000016038",911
"ENSRNOG00000016611",1134
"ENSRNOG00000056118",3699
"ENSRNOG00000019127",176
"ENSRNOG00000046353",24
"ENSRNOG00000069874",0
"ENSRNOG00000023150",9008
"ENSRNOG00000047229",298
"ENSRNOG00000068940",0
"ENSRNOG00000062423",0
"ENSRNOG00000022313",0
"ENSRNOG00000015086",2
"ENSRNOG00000062741",7
"ENSRNOG00000069678",0
"ENSRNOG00000019280",7
"ENSRNOG00000020587",13754
"ENSRNOG00000065864",0
"ENSRNOG00000027240",5
"ENSRNOG00000020411",2510
"ENSRNOG00000065701",0
"ENSRNOG00000030331",0
"ENSRNOG00000062988",0
"ENSRNOG00000063917",0
"ENSRNOG00000063592",13
"ENSRNOG00000016973",210
"ENSRNOG00000018551",1
"ENSRNOG00000015293",6
"ENSRNOG00000049232",3246
"ENSRNOG00000063929",3
"ENSRNOG00000019318",12
"ENSRNOG00000018547",101
"ENSRNOG00000018580",0
"ENSRNOG00000042592",647
"ENSRNOG00000050831",0
"ENSRNOG00000064244",19
"ENSRNOG00000020481",209
"ENSRNOG00000043154",4
"ENSRNOG00000018606",2
"ENSRNOG00000018664",0
"ENSRNOG00000013823",0
"ENSRNOG00000019501",413
"ENSRNOG00000017897",8
"ENSRNOG00000016791",493
"ENSRNOG00000021058",256
"ENSRNOG00000012692",536
"ENSRNOG00000065121",0
"ENSRNOG00000013351",1758
"ENSRNOG00000017509",358
"ENSRNOG00000018515",296
"ENSRNOG00000031927",0
"ENSRNOG00000063282",0
"ENSRNOG00000017147",1
"ENSRNOG00000032004",0
"ENSRNOG00000022164",63
"ENSRNOG00000021063",114
"ENSRNOG00000013407",0
"ENSRNOG00000065806",0
"ENSRNOG00000039076",300
"ENSRNOG00000019489",548
"ENSRNOG00000014951",0
"ENSRNOG00000031739",38
"ENSRNOG00000020235",9494
"ENSRNOG00000021130",3
"ENSRNOG00000046669",0
"ENSRNOG00000018612",0
"ENSRNOG00000019999",63
"ENSRNOG00000014925",6
"ENSRNOG00000021017",331
"ENSRNOG00000010994",89
"ENSRNOG00000070690",0
"ENSRNOG00000054336",1
"ENSRNOG00000015407",0
"ENSRNOG00000018831",0
"ENSRNOG00000015830",0
"ENSRNOG00000012988",17
"ENSRNOG00000021027",1274
"ENSRNOG00000042686",288
"ENSRNOG00000009922",1
"ENSRNOG00000052287",0
"ENSRNOG00000014610",964
"ENSRNOG00000020882",507
"ENSRNOG00000067926",1140
"ENSRNOG00000019627",19
"ENSRNOG00000016940",425
"ENSRNOG00000015488",1790
"ENSRNOG00000012034",0
"ENSRNOG00000015609",208
"ENSRNOG00000030776",93
"ENSRNOG00000020308",1154
"ENSRNOG00000021032",852
"ENSRNOG00000042705",0
"ENSRNOG00000068628",0
"ENSRNOG00000017191",3406
"ENSRNOG00000016624",4
"ENSRNOG00000070392",986
"ENSRNOG00000063151",0
"ENSRNOG00000018864",0
"ENSRNOG00000018369",385
"ENSRNOG00000025587",3718
"ENSRNOG00000023053",1156
"ENSRNOG00000050257",112
"ENSRNOG00000071068",0
"ENSRNOG00000068373",0
"ENSRNOG00000069023",0
"ENSRNOG00000033498",840
"ENSRNOG00000042852",0
"ENSRNOG00000070184",204
"ENSRNOG00000065015",179
"ENSRNOG00000019432",0
"ENSRNOG00000012460",93
"ENSRNOG00000031202",0
"ENSRNOG00000068605",0
"ENSRNOG00000063141",0
"ENSRNOG00000020057",4
"ENSRNOG00000026163",832
"ENSRNOG00000061312",0
"ENSRNOG00000015982",1
"ENSRNOG00000068273",1
"ENSRNOG00000040242",80
"ENSRNOG00000021035",5337
"ENSRNOG00000020675",1772
"ENSRNOG00000043455",0
"ENSRNOG00000012036",620
"ENSRNOG00000021800",3
"ENSRNOG00000015551",747
"ENSRNOG00000069813",0
"ENSRNOG00000020683",4989
"ENSRNOG00000019283",91
"ENSRNOG00000055650",2
"ENSRNOG00000064555",0
"ENSRNOG00000064293",930
"ENSRNOG00000070088",0
"ENSRNOG00000021039",5
"ENSRNOG00000014434",775
"ENSRNOG00000014290",0
"ENSRNOG00000066778",0
"ENSRNOG00000020812",2115
"ENSRNOG00000020546",108
"ENSRNOG00000065013",0
"ENSRNOG00000012524",2618
"ENSRNOG00000042777",186
"ENSRNOG00000012103",4
"ENSRNOG00000019728",0
"ENSRNOG00000063232",0
"ENSRNOG00000071080",0
"ENSRNOG00000046874",1074
"ENSRNOG00000027405",356
"ENSRNOG00000068792",3
"ENSRNOG00000026109",493
"ENSRNOG00000020538",1
"ENSRNOG00000029766",0
"ENSRNOG00000021046",12
"ENSRNOG00000068685",0
"ENSRNOG00000015660",359
"ENSRNOG00000067569",0
"ENSRNOG00000068625",0
"ENSRNOG00000020098",0
"ENSRNOG00000017854",1289
"ENSRNOG00000001488",3274
"ENSRNOG00000020713",1694
"ENSRNOG00000070095",40
"ENSRNOG00000067308",0
"ENSRNOG00000064385",2845
"ENSRNOG00000068117",0
"ENSRNOG00000046983",114
"ENSRNOG00000012611",117
"ENSRNOG00000018773",103
"ENSRNOG00000020109",0
"ENSRNOG00000031529",0
"ENSRNOG00000017508",326
"ENSRNOG00000010853",0
"ENSRNOG00000019555",754
"ENSRNOG00000020876",804
"ENSRNOG00000012092",1
"ENSRNOG00000037814",15
"ENSRNOG00000055972",1
"ENSRNOG00000034184",10
"ENSRNOG00000020233",2485
"ENSRNOG00000018808",0
"ENSRNOG00000020883",219
"ENSRNOG00000056362",0
"ENSRNOG00000001489",470
"ENSRNOG00000024414",1640
"ENSRNOG00000015593",0
"ENSRNOG00000046971",3
"ENSRNOG00000033906",4
"ENSRNOG00000027784",1324
"ENSRNOG00000021048",13
"ENSRNOG00000013553",0
"ENSRNOG00000018690",54
"ENSRNOG00000011540",1559
"ENSRNOG00000020927",22
"ENSRNOG00000020063",408
"ENSRNOG00000023528",2
"ENSRNOG00000064702",0
"ENSRNOG00000017678",1368
"ENSRNOG00000011476",145
"ENSRNOG00000052220",0
"ENSRNOG00000049014",0
"ENSRNOG00000024460",422
"ENSRNOG00000020982",827
"ENSRNOG00000001490",506
"ENSRNOG00000022129",0
"ENSRNOG00000011480",757
"ENSRNOG00000020578",58
"ENSRNOG00000012872",325
"ENSRNOG00000010087",307
"ENSRNOG00000021493",6
"ENSRNOG00000020889",11217
"ENSRNOG00000064590",0
"ENSRNOG00000020695",1129
"ENSRNOG00000047575",290
"ENSRNOG00000061450",16
"ENSRNOG00000020102",5422
"ENSRNOG00000068112",0
"ENSRNOG00000017429",6
"ENSRNOG00000010753",913
"ENSRNOG00000020605",283
"ENSRNOG00000066632",0
"ENSRNOG00000012576",800
"ENSRNOG00000015517",356
"ENSRNOG00000017030",2803
"ENSRNOG00000070869",0
"ENSRNOG00000067718",0
"ENSRNOG00000025644",142
"ENSRNOG00000013663",74
"ENSRNOG00000019599",0
"ENSRNOG00000020938",0
"ENSRNOG00000014166",258
"ENSRNOG00000047035",664
"ENSRNOG00000015658",2808
"ENSRNOG00000063891",0
"ENSRNOG00000024580",8
"ENSRNOG00000020686",0
"ENSRNOG00000066760",2
"ENSRNOG00000066678",0
"ENSRNOG00000021078",2
"ENSRNOG00000014791",3505
"ENSRNOG00000019249",1
"ENSRNOG00000069065",19
"ENSRNOG00000011290",292
"ENSRNOG00000019485",3368
"ENSRNOG00000020990",1
"ENSRNOG00000015822",735
"ENSRNOG00000047279",1
"ENSRNOG00000015456",132
"ENSRNOG00000015783",0
"ENSRNOG00000066654",0
"ENSRNOG00000020995",0
"ENSRNOG00000020310",645
"ENSRNOG00000020669",21
"ENSRNOG00000020699",7
"ENSRNOG00000069183",0
"ENSRNOG00000068514",0
"ENSRNOG00000021507",0
"ENSRNOG00000036981",0
"ENSRNOG00000002628",0
"ENSRNOG00000006962",2
"ENSRNOG00000018012",3421
"ENSRNOG00000069456",377
"ENSRNOG00000015180",137
"ENSRNOG00000025220",65
"ENSRNOG00000013123",16
"ENSRNOG00000064904",0
"ENSRNOG00000018858",21
"ENSRNOG00000020164",9
"ENSRNOG00000025354",0
"ENSRNOG00000016769",1
"ENSRNOG00000031662",0
"ENSRNOG00000065448",0
"ENSRNOG00000026861",0
"ENSRNOG00000014465",0
"ENSRNOG00000029049",335
"ENSRNOG00000017220",520
"ENSRNOG00000031073",0
"ENSRNOG00000014181",0
"ENSRNOG00000016490",0
"ENSRNOG00000014779",505
"ENSRNOG00000068871",0
"ENSRNOG00000018339",0
"ENSRNOG00000031459",373
"ENSRNOG00000017648",0
"ENSRNOG00000018336",10
"ENSRNOG00000021011",0
"ENSRNOG00000055761",1264
"ENSRNOG00000009891",527
"ENSRNOG00000011058",3820
"ENSRNOG00000018321",18
"ENSRNOG00000031113",907
"ENSRNOG00000067810",1
"ENSRNOG00000015972",2
"ENSRNOG00000047019",397
"ENSRNOG00000045732",0
"ENSRNOG00000011077",6088
"ENSRNOG00000052687",807
"ENSRNOG00000019453",32382
"ENSRNOG00000014227",0
"ENSRNOG00000015339",2284
"ENSRNOG00000051208",0
"ENSRNOG00000037219",3
"ENSRNOG00000016697",81
"ENSRNOG00000064479",0
"ENSRNOG00000017756",0
"ENSRNOG00000070772",0
"ENSRNOG00000038445",18
"ENSRNOG00000020779",1
"ENSRNOG00000048014",0
"ENSRNOG00000019600",0
"ENSRNOG00000020206",7518
"ENSRNOG00000021014",0
"ENSRNOG00000068083",0
"ENSRNOG00000027436",411
"ENSRNOG00000064179",0
"ENSRNOG00000017357",0
"ENSRNOG00000062814",0
"ENSRNOG00000018524",1977
"ENSRNOG00000020530",0
"ENSRNOG00000016147",7
"ENSRNOG00000021056",40
"ENSRNOG00000037638",1236
"ENSRNOG00000065638",0
"ENSRNOG00000019199",120
"ENSRNOG00000015218",285
"ENSRNOG00000050207",0
"ENSRNOG00000010763",2
"ENSRNOG00000069620",0
"ENSRNOG00000015030",1240
"ENSRNOG00000011015",879
"ENSRNOG00000014787",0
"ENSRNOG00000066679",0
"ENSRNOG00000021020",1
"ENSRNOG00000019338",0
"ENSRNOG00000021016",2
"ENSRNOG00000020700",361
"ENSRNOG00000064437",127
"ENSRNOG00000016327",205
"ENSRNOG00000023847",0
"ENSRNOG00000069949",0
"ENSRNOG00000014829",448
"ENSRNOG00000020044",693
"ENSRNOG00000016595",2
"ENSRNOG00000060021",7
"ENSRNOG00000065515",0
"ENSRNOG00000064196",0
"ENSRNOG00000037798",40
"ENSRNOG00000060610",1
"ENSRNOG00000052810",11
"ENSRNOG00000017681",0
"ENSRNOG00000019616",1
"ENSRNOG00000055176",4
"ENSRNOG00000056940",2631
"ENSRNOG00000063855",0
"ENSRNOG00000016102",11
"ENSRNOG00000055298",1
"ENSRNOG00000029490",511
"ENSRNOG00000009462",514
"ENSRNOG00000060429",277
"ENSRNOG00000021109",8
"ENSRNOG00000018986",16
"ENSRNOG00000008824",0
"ENSRNOG00000063416",1
"ENSRNOG00000070289",0
"ENSRNOG00000051450",736
"ENSRNOG00000062471",0
"ENSRNOG00000061012",1696
"ENSRNOG00000013241",0
"ENSRNOG00000021118",1679
"ENSRNOG00000053735",257
"ENSRNOG00000002332",15
"ENSRNOG00000054418",0
"ENSRNOG00000015911",1813
"ENSRNOG00000032034",2276
"ENSRNOG00000061533",292
"ENSRNOG00000009664",170
"ENSRNOG00000033775",0
"ENSRNOG00000066079",0
"ENSRNOG00000065821",0
"ENSRNOG00000021025",571
"ENSRNOG00000001466",0
"ENSRNOG00000011994",0
"ENSRNOG00000026572",58
"ENSRNOG00000020719",17
"ENSRNOG00000019560",6
"ENSRNOG00000062718",2
"ENSRNOG00000046480",129
"ENSRNOG00000017365",1
"ENSRNOG00000016807",3824
"ENSRNOG00000015865",2494
"ENSRNOG00000018007",332
"ENSRNOG00000069231",0
"ENSRNOG00000056733",0
"ENSRNOG00000028753",347
"ENSRNOG00000025375",3
"ENSRNOG00000020182",240
"ENSRNOG00000013190",280
"ENSRNOG00000013795",426
"ENSRNOG00000060603",383
"ENSRNOG00000019970",527
"ENSRNOG00000061348",124
"ENSRNOG00000031003",107
"ENSRNOG00000020652",4974
"ENSRNOG00000058286",0
"ENSRNOG00000037541",0
"ENSRNOG00000062473",294
"ENSRNOG00000070704",0
"ENSRNOG00000060972",615
"ENSRNOG00000070441",2
"ENSRNOG00000011975",1034
"ENSRNOG00000019132",290
"ENSRNOG00000047901",0
"ENSRNOG00000070198",0
"ENSRNOG00000016368",240
"ENSRNOG00000004273",2
"ENSRNOG00000066811",0
"ENSRNOG00000021145",163
"ENSRNOG00000054391",417
"ENSRNOG00000020731",9
"ENSRNOG00000033343",37
"ENSRNOG00000066108",0
"ENSRNOG00000032819",1
"ENSRNOG00000070349",60
"ENSRNOG00000019578",7213
"ENSRNOG00000011174",3
"ENSRNOG00000017137",121
"ENSRNOG00000020897",3810
"ENSRNOG00000014186",104
"ENSRNOG00000012055",1437
"ENSRNOG00000017753",267
"ENSRNOG00000029945",0
"ENSRNOG00000017975",0
"ENSRNOG00000051915",244
"ENSRNOG00000020746",4
"ENSRNOG00000011411",1180
"ENSRNOG00000068342",271
"ENSRNOG00000026517",740
"ENSRNOG00000020991",0
"ENSRNOG00000065978",0
"ENSRNOG00000021147",1151
"ENSRNOG00000018106",128
"ENSRNOG00000017621",552
"ENSRNOG00000024056",147
"ENSRNOG00000010964",2807
"ENSRNOG00000018411",269
"ENSRNOG00000023931",40
"ENSRNOG00000054181",0
"ENSRNOG00000014530",2556
"ENSRNOG00000065256",0
"ENSRNOG00000055194",0
"ENSRNOG00000011675",141
"ENSRNOG00000017446",4407
"ENSRNOG00000016244",2262
"ENSRNOG00000063516",2
"ENSRNOG00000016815",491
"ENSRNOG00000018936",293
"ENSRNOG00000014193",736
"ENSRNOG00000021659",11
"ENSRNOG00000014908",881
"ENSRNOG00000065298",0
"ENSRNOG00000064302",157
"ENSRNOG00000018379",223
"ENSRNOG00000019706",0
"ENSRNOG00000053084",298
