"","LHNS1_aligned.bam"
"ENSRNOG00000046683",0
"ENSRNOG00000052256",1135
"ENSRNOG00000062365",1
"ENSRNOG00000066972",0
"ENSRNOG00000065700",0
"ENSRNOG00000049190",0
"ENSRNOG00000065336",35
"ENSRNOG00000057889",0
"ENSRNOG00000019206",0
"ENSRNOG00000011931",3025
"ENSRNOG00000065087",0
"ENSRNOG00000071194",51
"ENSRNOG00000037556",219
"ENSRNOG00000069523",0
"ENSRNOG00000063248",0
"ENSRNOG00000069498",0
"ENSRNOG00000064406",0
"ENSRNOG00000068492",19
"ENSRNOG00000052236",49
"ENSRNOG00000064058",0
"ENSRNOG00000068138",2
"ENSRNOG00000062480",0
"ENSRNOG00000048219",0
"ENSRNOG00000063331",1
"ENSRNOG00000012301",0
"ENSRNOG00000070848",126
"ENSRNOG00000059992",0
"ENSRNOG00000042899",0
"ENSRNOG00000067858",0
"ENSRNOG00000013160",1962
"ENSRNOG00000024077",115
"ENSRNOG00000069496",0
"ENSRNOG00000020456",1572
"ENSRNOG00000019802",177
"ENSRNOG00000065781",60
"ENSRNOG00000061992",1
"ENSRNOG00000063059",0
"ENSRNOG00000062668",7
"ENSRNOG00000012806",1094
"ENSRNOG00000070914",181
"ENSRNOG00000019497",2728
"ENSRNOG00000036784",2
"ENSRNOG00000045545",22
"ENSRNOG00000064214",78
"ENSRNOG00000037331",0
"ENSRNOG00000054403",0
"ENSRNOG00000063616",31
"ENSRNOG00000062784",18
"ENSRNOG00000020774",278
"ENSRNOG00000064412",37
"ENSRNOG00000037897",265
"ENSRNOG00000067637",1
"ENSRNOG00000062989",6
"ENSRNOG00000015557",0
"ENSRNOG00000070647",0
"ENSRNOG00000042528",1
"ENSRNOG00000065143",0
"ENSRNOG00000016831",24949
"ENSRNOG00000024280",2
"ENSRNOG00000062309",0
"ENSRNOG00000066149",3
"ENSRNOG00000038101",0
"ENSRNOG00000070762",0
"ENSRNOG00000063199",0
"ENSRNOG00000055683",467
"ENSRNOG00000056228",1715
"ENSRNOG00000068057",0
"ENSRNOG00000070110",0
"ENSRNOG00000067051",0
"ENSRNOG00000028743",3
"ENSRNOG00000067556",16
"ENSRNOG00000062923",0
"ENSRNOG00000065617",0
"ENSRNOG00000066584",0
"ENSRNOG00000071129",7
"ENSRNOG00000013925",772
"ENSRNOG00000028273",6
"ENSRNOG00000055310",0
"ENSRNOG00000070853",3
"ENSRNOG00000065047",0
"ENSRNOG00000023233",130
"ENSRNOG00000034075",0
"ENSRNOG00000055312",0
"ENSRNOG00000070548",0
"ENSRNOG00000014341",475
"ENSRNOG00000069950",0
"ENSRNOG00000020543",508
"ENSRNOG00000020298",3203
"ENSRNOG00000018255",4165
"ENSRNOG00000070075",0
"ENSRNOG00000066399",4289
"ENSRNOG00000060725",0
"ENSRNOG00000021000",29
"ENSRNOG00000062617",0
"ENSRNOG00000062327",348
"ENSRNOG00000015876",0
"ENSRNOG00000016286",0
"ENSRNOG00000070318",3
"ENSRNOG00000070963",18
"ENSRNOG00000034061",0
"ENSRNOG00000033729",204
"ENSRNOG00000052677",0
"ENSRNOG00000017386",0
"ENSRNOG00000063011",1
"ENSRNOG00000070623",0
"ENSRNOG00000067477",5
"ENSRNOG00000020716",7589
"ENSRNOG00000066188",0
"ENSRNOG00000065495",2
"ENSRNOG00000018402",0
"ENSRNOG00000011488",50
"ENSRNOG00000068145",32
"ENSRNOG00000067525",27
"ENSRNOG00000066657",0
"ENSRNOG00000015441",268
"ENSRNOG00000071003",78
"ENSRNOG00000067263",0
"ENSRNOG00000047057",0
"ENSRNOG00000049826",0
"ENSRNOG00000020412",3194
"ENSRNOG00000065957",307
"ENSRNOG00000016923",3158
"ENSRNOG00000066567",226
"ENSRNOG00000018405",0
"ENSRNOG00000010938",1
"ENSRNOG00000065260",49
"ENSRNOG00000068883",0
"ENSRNOG00000063165",0
"ENSRNOG00000065394",4
"ENSRNOG00000014318",0
"ENSRNOG00000011029",1661
"ENSRNOG00000069309",0
"ENSRNOG00000017331",0
"ENSRNOG00000015239",748
"ENSRNOG00000069539",244
"ENSRNOG00000016857",0
"ENSRNOG00000018426",0
"ENSRNOG00000020110",926
"ENSRNOG00000012084",3254
"ENSRNOG00000033813",0
"ENSRNOG00000068378",0
"ENSRNOG00000046652",555
"ENSRNOG00000013770",0
"ENSRNOG00000024961",81
"ENSRNOG00000017341",0
"ENSRNOG00000011672",0
"ENSRNOG00000017673",127
"ENSRNOG00000032150",0
"ENSRNOG00000066542",2
"ENSRNOG00000064968",0
"ENSRNOG00000018356",677
"ENSRNOG00000017344",0
"ENSRNOG00000018287",0
"ENSRNOG00000023753",623
"ENSRNOG00000068886",0
"ENSRNOG00000030932",64
"ENSRNOG00000018761",5828
"ENSRNOG00000066496",0
"ENSRNOG00000066261",0
"ENSRNOG00000062876",21
"ENSRNOG00000069274",54
"ENSRNOG00000070624",13
"ENSRNOG00000030160",26
"ENSRNOG00000069633",1187
"ENSRNOG00000032946",12
"ENSRNOG00000055877",0
"ENSRNOG00000025088",0
"ENSRNOG00000020743",14
"ENSRNOG00000020281",0
"ENSRNOG00000066177",0
"ENSRNOG00000012362",0
"ENSRNOG00000014303",739
"ENSRNOG00000018454",46
"ENSRNOG00000052023",3
"ENSRNOG00000020531",192
"ENSRNOG00000019544",366
"ENSRNOG00000020477",93
"ENSRNOG00000033414",0
"ENSRNOG00000023549",314
"ENSRNOG00000063696",0
"ENSRNOG00000070385",7
"ENSRNOG00000021096",363
"ENSRNOG00000021149",0
"ENSRNOG00000064236",0
"ENSRNOG00000022796",36
"ENSRNOG00000029784",990
"ENSRNOG00000018885",309
"ENSRNOG00000065743",0
"ENSRNOG00000068428",0
"ENSRNOG00000063852",160
"ENSRNOG00000048138",72
"ENSRNOG00000063320",0
"ENSRNOG00000017982",0
"ENSRNOG00000019306",20
"ENSRNOG00000018440",693
"ENSRNOG00000029082",635
"ENSRNOG00000021104",5940
"ENSRNOG00000011451",54
"ENSRNOG00000046080",0
"ENSRNOG00000017254",772
"ENSRNOG00000020117",349
"ENSRNOG00000050995",63
"ENSRNOG00000054854",171
"ENSRNOG00000015503",1
"ENSRNOG00000021003",505
"ENSRNOG00000020274",78
"ENSRNOG00000069173",6
"ENSRNOG00000068815",0
"ENSRNOG00000067287",0
"ENSRNOG00000065528",5025
"ENSRNOG00000020899",0
"ENSRNOG00000015919",0
"ENSRNOG00000022701",13
"ENSRNOG00000058039",241650
"ENSRNOG00000018556",445
"ENSRNOG00000065206",24
"ENSRNOG00000042741",0
"ENSRNOG00000028137",1632
"ENSRNOG00000051102",172
"ENSRNOG00000019770",65
"ENSRNOG00000010983",0
"ENSRNOG00000020296",88
"ENSRNOG00000022640",1
"ENSRNOG00000029805",109
"ENSRNOG00000066726",0
"ENSRNOG00000017601",122
"ENSRNOG00000027811",0
"ENSRNOG00000016090",659
"ENSRNOG00000045560",0
"ENSRNOG00000049596",0
"ENSRNOG00000020651",1708
"ENSRNOG00000065330",14
"ENSRNOG00000016679",1
"ENSRNOG00000049445",0
"ENSRNOG00000017379",0
"ENSRNOG00000071114",0
"ENSRNOG00000018350",0
"ENSRNOG00000028992",14586
"ENSRNOG00000068837",0
"ENSRNOG00000036653",0
"ENSRNOG00000019838",140
"ENSRNOG00000068048",525
"ENSRNOG00000019549",1734
"ENSRNOG00000011151",173
"ENSRNOG00000022189",73
"ENSRNOG00000064154",0
"ENSRNOG00000062996",1
"ENSRNOG00000015526",0
"ENSRNOG00000020762",907
"ENSRNOG00000023318",5
"ENSRNOG00000066701",36
"ENSRNOG00000053075",50
"ENSRNOG00000012874",775
"ENSRNOG00000068069",0
"ENSRNOG00000056069",305
"ENSRNOG00000048424",86
"ENSRNOG00000024257",49
"ENSRNOG00000065214",2
"ENSRNOG00000064813",0
"ENSRNOG00000067015",0
"ENSRNOG00000011895",369
"ENSRNOG00000023659",0
"ENSRNOG00000070807",0
"ENSRNOG00000065154",0
"ENSRNOG00000009791",0
"ENSRNOG00000017659",0
"ENSRNOG00000020777",305
"ENSRNOG00000016266",229
"ENSRNOG00000017839",703
"ENSRNOG00000018537",0
"ENSRNOG00000068551",0
"ENSRNOG00000017918",38
"ENSRNOG00000016381",521
"ENSRNOG00000020736",127
"ENSRNOG00000063010",0
"ENSRNOG00000069056",72
"ENSRNOG00000065375",0
"ENSRNOG00000023985",108
"ENSRNOG00000016041",3
"ENSRNOG00000019376",81
"ENSRNOG00000017456",0
"ENSRNOG00000008815",351
"ENSRNOG00000016722",3415
"ENSRNOG00000048397",133
"ENSRNOG00000017728",242
"ENSRNOG00000020783",7
"ENSRNOG00000067450",510
"ENSRNOG00000015552",229
"ENSRNOG00000025819",0
"ENSRNOG00000016919",1958
"ENSRNOG00000018955",0
"ENSRNOG00000064421",5
"ENSRNOG00000019106",982
"ENSRNOG00000064814",0
"ENSRNOG00000010959",226
"ENSRNOG00000021474",0
"ENSRNOG00000032940",0
"ENSRNOG00000043512",0
"ENSRNOG00000028274",2423
"ENSRNOG00000024410",211
"ENSRNOG00000015527",0
"ENSRNOG00000010017",176
"ENSRNOG00000050015",8
"ENSRNOG00000047692",55
"ENSRNOG00000060431",1
"ENSRNOG00000065271",0
"ENSRNOG00000070291",0
"ENSRNOG00000068975",0
"ENSRNOG00000020304",1408
"ENSRNOG00000017418",3128
"ENSRNOG00000012369",3
"ENSRNOG00000036625",0
"ENSRNOG00000021946",0
"ENSRNOG00000038497",0
"ENSRNOG00000055424",2
"ENSRNOG00000024746",0
"ENSRNOG00000014450",891
"ENSRNOG00000067065",2353
"ENSRNOG00000037298",14
"ENSRNOG00000025247",0
"ENSRNOG00000062496",0
"ENSRNOG00000023151",0
"ENSRNOG00000048663",0
"ENSRNOG00000016825",165
"ENSRNOG00000024737",2049
"ENSRNOG00000013624",92
"ENSRNOG00000022610",0
"ENSRNOG00000065850",0
"ENSRNOG00000070456",0
"ENSRNOG00000020325",2277
"ENSRNOG00000019854",0
"ENSRNOG00000015413",339
"ENSRNOG00000016897",0
"ENSRNOG00000037690",189
"ENSRNOG00000067174",0
"ENSRNOG00000014330",926
"ENSRNOG00000069494",0
"ENSRNOG00000026419",1
"ENSRNOG00000013223",206
"ENSRNOG00000065958",0
"ENSRNOG00000046112",111
"ENSRNOG00000027264",392
"ENSRNOG00000032798",1150
"ENSRNOG00000019319",957
"ENSRNOG00000018603",356
"ENSRNOG00000032817",0
"ENSRNOG00000027422",387
"ENSRNOG00000020763",1572
"ENSRNOG00000064249",0
"ENSRNOG00000049505",160
"ENSRNOG00000059408",1905
"ENSRNOG00000048250",536
"ENSRNOG00000064870",0
"ENSRNOG00000028891",38
"ENSRNOG00000019959",9
"ENSRNOG00000020452",1129
"ENSRNOG00000050224",178
"ENSRNOG00000031562",0
"ENSRNOG00000013439",0
"ENSRNOG00000014916",2565
"ENSRNOG00000033196",0
"ENSRNOG00000020263",1
"ENSRNOG00000058277",1
"ENSRNOG00000051197",5217
"ENSRNOG00000071074",0
"ENSRNOG00000068712",0
"ENSRNOG00000020947",285
"ENSRNOG00000020597",108
"ENSRNOG00000068594",0
"ENSRNOG00000017826",379
"ENSRNOG00000013506",201
"ENSRNOG00000014277",480
"ENSRNOG00000012641",792
"ENSRNOG00000040300",0
"ENSRNOG00000015675",0
"ENSRNOG00000050206",3
"ENSRNOG00000063249",0
"ENSRNOG00000012002",10386
"ENSRNOG00000012788",1004
"ENSRNOG00000070758",0
"ENSRNOG00000070086",0
"ENSRNOG00000017873",0
"ENSRNOG00000020532",118
"ENSRNOG00000019418",1
"ENSRNOG00000070971",9
"ENSRNOG00000031178",0
"ENSRNOG00000042308",43
"ENSRNOG00000012574",382
"ENSRNOG00000047040",2
"ENSRNOG00000001500",338
"ENSRNOG00000016737",0
"ENSRNOG00000019413",129
"ENSRNOG00000068445",881
"ENSRNOG00000015844",1113
"ENSRNOG00000068953",103
"ENSRNOG00000047703",0
"ENSRNOG00000038276",0
"ENSRNOG00000063034",0
"ENSRNOG00000067884",0
"ENSRNOG00000017963",124
"ENSRNOG00000064966",2
"ENSRNOG00000019532",2075
"ENSRNOG00000015217",525
"ENSRNOG00000016267",162
"ENSRNOG00000021510",4
"ENSRNOG00000059330",0
"ENSRNOG00000020425",974
"ENSRNOG00000064833",2
"ENSRNOG00000017383",382
"ENSRNOG00000019161",645
"ENSRNOG00000047526",659
"ENSRNOG00000069479",0
"ENSRNOG00000028041",0
"ENSRNOG00000016462",136
"ENSRNOG00000067828",2
"ENSRNOG00000010664",107
"ENSRNOG00000019424",0
"ENSRNOG00000016790",656
"ENSRNOG00000039730",509
"ENSRNOG00000014902",981
"ENSRNOG00000020949",1
"ENSRNOG00000066044",0
"ENSRNOG00000013358",22
"ENSRNOG00000049259",128
"ENSRNOG00000023091",79
"ENSRNOG00000015860",1
"ENSRNOG00000018517",193
"ENSRNOG00000001499",13
"ENSRNOG00000050554",31
"ENSRNOG00000021206",200
"ENSRNOG00000065183",0
"ENSRNOG00000050223",832
"ENSRNOG00000011191",0
"ENSRNOG00000030281",0
"ENSRNOG00000069921",134
"ENSRNOG00000018514",0
"ENSRNOG00000016054",4024
"ENSRNOG00000020956",982
"ENSRNOG00000001501",536
"ENSRNOG00000018512",0
"ENSRNOG00000020417",1039
"ENSRNOG00000063413",0
"ENSRNOG00000069434",3
"ENSRNOG00000013877",465
"ENSRNOG00000064721",1369
"ENSRNOG00000036648",0
"ENSRNOG00000018878",740
"ENSRNOG00000020410",5
"ENSRNOG00000014852",227
"ENSRNOG00000037715",355
"ENSRNOG00000065723",0
"ENSRNOG00000063597",0
"ENSRNOG00000064980",0
"ENSRNOG00000020793",599
"ENSRNOG00000047145",112
"ENSRNOG00000052304",0
"ENSRNOG00000065613",0
"ENSRNOG00000019442",315
"ENSRNOG00000015152",0
"ENSRNOG00000066612",0
"ENSRNOG00000016935",1430
"ENSRNOG00000018531",326
"ENSRNOG00000020426",911
"ENSRNOG00000016038",474
"ENSRNOG00000016611",1168
"ENSRNOG00000056118",3424
"ENSRNOG00000019127",70
"ENSRNOG00000046353",10
"ENSRNOG00000069874",0
"ENSRNOG00000023150",6248
"ENSRNOG00000047229",497
"ENSRNOG00000068940",0
"ENSRNOG00000062423",0
"ENSRNOG00000022313",0
"ENSRNOG00000015086",0
"ENSRNOG00000062741",3
"ENSRNOG00000069678",0
"ENSRNOG00000019280",1
"ENSRNOG00000020587",15204
"ENSRNOG00000065864",0
"ENSRNOG00000027240",1
"ENSRNOG00000020411",1810
"ENSRNOG00000065701",0
"ENSRNOG00000030331",1
"ENSRNOG00000062988",0
"ENSRNOG00000063917",0
"ENSRNOG00000063592",10
"ENSRNOG00000016973",130
"ENSRNOG00000018551",0
"ENSRNOG00000015293",6
"ENSRNOG00000049232",2554
"ENSRNOG00000063929",1
"ENSRNOG00000019318",6
"ENSRNOG00000018547",86
"ENSRNOG00000018580",0
"ENSRNOG00000042592",392
"ENSRNOG00000050831",0
"ENSRNOG00000064244",5
"ENSRNOG00000020481",158
"ENSRNOG00000043154",1
"ENSRNOG00000018606",11
"ENSRNOG00000018664",0
"ENSRNOG00000013823",4
"ENSRNOG00000019501",298
"ENSRNOG00000017897",34
"ENSRNOG00000016791",433
"ENSRNOG00000021058",277
"ENSRNOG00000012692",361
"ENSRNOG00000065121",0
"ENSRNOG00000013351",1558
"ENSRNOG00000017509",234
"ENSRNOG00000018515",254
"ENSRNOG00000031927",0
"ENSRNOG00000063282",0
"ENSRNOG00000017147",1
"ENSRNOG00000032004",0
"ENSRNOG00000022164",28
"ENSRNOG00000021063",124
"ENSRNOG00000013407",0
"ENSRNOG00000065806",0
"ENSRNOG00000039076",262
"ENSRNOG00000019489",260
"ENSRNOG00000014951",0
"ENSRNOG00000031739",48
"ENSRNOG00000020235",6722
"ENSRNOG00000021130",1
"ENSRNOG00000046669",0
"ENSRNOG00000018612",1
"ENSRNOG00000019999",45
"ENSRNOG00000014925",2
"ENSRNOG00000021017",370
"ENSRNOG00000010994",72
"ENSRNOG00000070690",0
"ENSRNOG00000054336",0
"ENSRNOG00000015407",0
"ENSRNOG00000018831",0
"ENSRNOG00000015830",0
"ENSRNOG00000012988",3
"ENSRNOG00000021027",375
"ENSRNOG00000042686",259
"ENSRNOG00000009922",0
"ENSRNOG00000052287",0
"ENSRNOG00000014610",457
"ENSRNOG00000020882",391
"ENSRNOG00000067926",1004
"ENSRNOG00000019627",25
"ENSRNOG00000016940",342
"ENSRNOG00000015488",1692
"ENSRNOG00000012034",0
"ENSRNOG00000015609",116
"ENSRNOG00000030776",105
"ENSRNOG00000020308",2316
"ENSRNOG00000021032",751
"ENSRNOG00000042705",0
"ENSRNOG00000068628",0
"ENSRNOG00000017191",2005
"ENSRNOG00000016624",4
"ENSRNOG00000070392",805
"ENSRNOG00000063151",0
"ENSRNOG00000018864",0
"ENSRNOG00000018369",385
"ENSRNOG00000025587",1794
"ENSRNOG00000023053",1197
"ENSRNOG00000050257",78
"ENSRNOG00000071068",0
"ENSRNOG00000068373",0
"ENSRNOG00000069023",0
"ENSRNOG00000033498",573
"ENSRNOG00000042852",0
"ENSRNOG00000070184",209
"ENSRNOG00000065015",136
"ENSRNOG00000019432",0
"ENSRNOG00000012460",64
"ENSRNOG00000031202",0
"ENSRNOG00000068605",1
"ENSRNOG00000063141",0
"ENSRNOG00000020057",0
"ENSRNOG00000026163",667
"ENSRNOG00000061312",0
"ENSRNOG00000015982",1
"ENSRNOG00000068273",0
"ENSRNOG00000040242",38
"ENSRNOG00000021035",5524
"ENSRNOG00000020675",1697
"ENSRNOG00000043455",0
"ENSRNOG00000012036",993
"ENSRNOG00000021800",5
"ENSRNOG00000015551",429
"ENSRNOG00000069813",0
"ENSRNOG00000020683",4057
"ENSRNOG00000019283",223
"ENSRNOG00000055650",0
"ENSRNOG00000064555",0
"ENSRNOG00000064293",946
"ENSRNOG00000070088",0
"ENSRNOG00000021039",1
"ENSRNOG00000014434",634
"ENSRNOG00000014290",1
"ENSRNOG00000066778",0
"ENSRNOG00000020812",2260
"ENSRNOG00000020546",56
"ENSRNOG00000065013",0
"ENSRNOG00000012524",1574
"ENSRNOG00000042777",143
"ENSRNOG00000012103",3
"ENSRNOG00000019728",0
"ENSRNOG00000063232",3
"ENSRNOG00000071080",0
"ENSRNOG00000046874",981
"ENSRNOG00000027405",286
"ENSRNOG00000068792",3
"ENSRNOG00000026109",350
"ENSRNOG00000020538",1
"ENSRNOG00000029766",0
"ENSRNOG00000021046",4
"ENSRNOG00000068685",0
"ENSRNOG00000015660",226
"ENSRNOG00000067569",0
"ENSRNOG00000068625",0
"ENSRNOG00000020098",0
"ENSRNOG00000017854",1110
"ENSRNOG00000001488",1959
"ENSRNOG00000020713",2214
"ENSRNOG00000070095",11
"ENSRNOG00000067308",0
"ENSRNOG00000064385",2164
"ENSRNOG00000068117",0
"ENSRNOG00000046983",67
"ENSRNOG00000012611",49
"ENSRNOG00000018773",82
"ENSRNOG00000020109",0
"ENSRNOG00000031529",0
"ENSRNOG00000017508",394
"ENSRNOG00000010853",0
"ENSRNOG00000019555",851
"ENSRNOG00000020876",793
"ENSRNOG00000012092",0
"ENSRNOG00000037814",5
"ENSRNOG00000055972",0
"ENSRNOG00000034184",6
"ENSRNOG00000020233",3619
"ENSRNOG00000018808",5
"ENSRNOG00000020883",108
"ENSRNOG00000056362",0
"ENSRNOG00000001489",351
"ENSRNOG00000024414",1570
"ENSRNOG00000015593",0
"ENSRNOG00000046971",6
"ENSRNOG00000033906",3
"ENSRNOG00000027784",1027
"ENSRNOG00000021048",7
"ENSRNOG00000013553",0
"ENSRNOG00000018690",126
"ENSRNOG00000011540",1025
"ENSRNOG00000020927",19
"ENSRNOG00000020063",373
"ENSRNOG00000023528",6
"ENSRNOG00000064702",0
"ENSRNOG00000017678",1180
"ENSRNOG00000011476",75
"ENSRNOG00000052220",0
"ENSRNOG00000049014",0
"ENSRNOG00000024460",216
"ENSRNOG00000020982",670
"ENSRNOG00000001490",211
"ENSRNOG00000022129",0
"ENSRNOG00000011480",508
"ENSRNOG00000020578",15
"ENSRNOG00000012872",208
"ENSRNOG00000010087",210
"ENSRNOG00000021493",1
"ENSRNOG00000020889",13935
"ENSRNOG00000064590",0
"ENSRNOG00000020695",569
"ENSRNOG00000047575",265
"ENSRNOG00000061450",12
"ENSRNOG00000020102",4759
"ENSRNOG00000068112",0
"ENSRNOG00000017429",6
"ENSRNOG00000010753",1357
"ENSRNOG00000020605",153
"ENSRNOG00000066632",0
"ENSRNOG00000012576",431
"ENSRNOG00000015517",376
"ENSRNOG00000017030",2138
"ENSRNOG00000070869",0
"ENSRNOG00000067718",0
"ENSRNOG00000025644",92
"ENSRNOG00000013663",37
"ENSRNOG00000019599",0
"ENSRNOG00000020938",0
"ENSRNOG00000014166",651
"ENSRNOG00000047035",537
"ENSRNOG00000015658",3420
"ENSRNOG00000063891",0
"ENSRNOG00000024580",0
"ENSRNOG00000020686",3
"ENSRNOG00000066760",1
"ENSRNOG00000066678",0
"ENSRNOG00000021078",0
"ENSRNOG00000014791",2041
"ENSRNOG00000019249",0
"ENSRNOG00000069065",11
"ENSRNOG00000011290",267
"ENSRNOG00000019485",2717
"ENSRNOG00000020990",0
"ENSRNOG00000015822",1076
"ENSRNOG00000047279",0
"ENSRNOG00000015456",122
"ENSRNOG00000015783",0
"ENSRNOG00000066654",0
"ENSRNOG00000020995",1
"ENSRNOG00000020310",697
"ENSRNOG00000020669",16
"ENSRNOG00000020699",5
"ENSRNOG00000069183",0
"ENSRNOG00000068514",0
"ENSRNOG00000021507",1
"ENSRNOG00000036981",0
"ENSRNOG00000002628",0
"ENSRNOG00000006962",4
"ENSRNOG00000018012",4094
"ENSRNOG00000069456",515
"ENSRNOG00000015180",139
"ENSRNOG00000025220",54
"ENSRNOG00000013123",33
"ENSRNOG00000064904",0
"ENSRNOG00000018858",211
"ENSRNOG00000020164",2
"ENSRNOG00000025354",1
"ENSRNOG00000016769",0
"ENSRNOG00000031662",0
"ENSRNOG00000065448",0
"ENSRNOG00000026861",0
"ENSRNOG00000014465",0
"ENSRNOG00000029049",880
"ENSRNOG00000017220",382
"ENSRNOG00000031073",0
"ENSRNOG00000014181",0
"ENSRNOG00000016490",0
"ENSRNOG00000014779",233
"ENSRNOG00000068871",0
"ENSRNOG00000018339",0
"ENSRNOG00000031459",259
"ENSRNOG00000017648",0
"ENSRNOG00000018336",5
"ENSRNOG00000021011",2
"ENSRNOG00000055761",1269
"ENSRNOG00000009891",338
"ENSRNOG00000011058",5124
"ENSRNOG00000018321",7
"ENSRNOG00000031113",661
"ENSRNOG00000067810",3
"ENSRNOG00000015972",0
"ENSRNOG00000047019",214
"ENSRNOG00000045732",0
"ENSRNOG00000011077",5404
"ENSRNOG00000052687",1019
"ENSRNOG00000019453",29710
"ENSRNOG00000014227",0
"ENSRNOG00000015339",1413
"ENSRNOG00000051208",1
"ENSRNOG00000037219",1
"ENSRNOG00000016697",46
"ENSRNOG00000064479",0
"ENSRNOG00000017756",2
"ENSRNOG00000070772",0
"ENSRNOG00000038445",7
"ENSRNOG00000020779",0
"ENSRNOG00000048014",0
"ENSRNOG00000019600",0
"ENSRNOG00000020206",7751
"ENSRNOG00000021014",1
"ENSRNOG00000068083",0
"ENSRNOG00000027436",344
"ENSRNOG00000064179",3
"ENSRNOG00000017357",0
"ENSRNOG00000062814",0
"ENSRNOG00000018524",1023
"ENSRNOG00000020530",0
"ENSRNOG00000016147",1
"ENSRNOG00000021056",67
"ENSRNOG00000037638",1080
"ENSRNOG00000065638",0
"ENSRNOG00000019199",68
"ENSRNOG00000015218",185
"ENSRNOG00000050207",0
"ENSRNOG00000010763",1
"ENSRNOG00000069620",0
"ENSRNOG00000015030",1766
"ENSRNOG00000011015",1290
"ENSRNOG00000014787",0
"ENSRNOG00000066679",0
"ENSRNOG00000021020",3
"ENSRNOG00000019338",0
"ENSRNOG00000021016",1
"ENSRNOG00000020700",212
"ENSRNOG00000064437",124
"ENSRNOG00000016327",94
"ENSRNOG00000023847",0
"ENSRNOG00000069949",0
"ENSRNOG00000014829",318
"ENSRNOG00000020044",836
"ENSRNOG00000016595",2
"ENSRNOG00000060021",2
"ENSRNOG00000065515",0
"ENSRNOG00000064196",0
"ENSRNOG00000037798",61
"ENSRNOG00000060610",0
"ENSRNOG00000052810",3
"ENSRNOG00000017681",0
"ENSRNOG00000019616",4
"ENSRNOG00000055176",6
"ENSRNOG00000056940",2290
"ENSRNOG00000063855",1
"ENSRNOG00000016102",10
"ENSRNOG00000055298",0
"ENSRNOG00000029490",350
"ENSRNOG00000009462",192
"ENSRNOG00000060429",230
"ENSRNOG00000021109",12
"ENSRNOG00000018986",12
"ENSRNOG00000008824",0
"ENSRNOG00000063416",0
"ENSRNOG00000070289",0
"ENSRNOG00000051450",594
"ENSRNOG00000062471",0
"ENSRNOG00000061012",1376
"ENSRNOG00000013241",0
"ENSRNOG00000021118",2347
"ENSRNOG00000053735",118
"ENSRNOG00000002332",4
"ENSRNOG00000054418",0
"ENSRNOG00000015911",1528
"ENSRNOG00000032034",2528
"ENSRNOG00000061533",138
"ENSRNOG00000009664",117
"ENSRNOG00000033775",0
"ENSRNOG00000066079",0
"ENSRNOG00000065821",0
"ENSRNOG00000021025",729
"ENSRNOG00000001466",0
"ENSRNOG00000011994",0
"ENSRNOG00000026572",39
"ENSRNOG00000020719",39
"ENSRNOG00000019560",121
"ENSRNOG00000062718",4
"ENSRNOG00000046480",93
"ENSRNOG00000017365",3
"ENSRNOG00000016807",2596
"ENSRNOG00000015865",2294
"ENSRNOG00000018007",217
"ENSRNOG00000069231",0
"ENSRNOG00000056733",0
"ENSRNOG00000028753",249
"ENSRNOG00000025375",2
"ENSRNOG00000020182",342
"ENSRNOG00000013190",178
"ENSRNOG00000013795",300
"ENSRNOG00000060603",254
"ENSRNOG00000019970",376
"ENSRNOG00000061348",63
"ENSRNOG00000031003",116
"ENSRNOG00000020652",3928
"ENSRNOG00000058286",0
"ENSRNOG00000037541",0
"ENSRNOG00000062473",260
"ENSRNOG00000070704",0
"ENSRNOG00000060972",768
"ENSRNOG00000070441",3
"ENSRNOG00000011975",916
"ENSRNOG00000019132",250
"ENSRNOG00000047901",0
"ENSRNOG00000070198",0
"ENSRNOG00000016368",118
"ENSRNOG00000004273",4
"ENSRNOG00000066811",0
"ENSRNOG00000021145",144
"ENSRNOG00000054391",753
"ENSRNOG00000020731",10
"ENSRNOG00000033343",22
"ENSRNOG00000066108",0
"ENSRNOG00000032819",1
"ENSRNOG00000070349",35
"ENSRNOG00000019578",7733
"ENSRNOG00000011174",3
"ENSRNOG00000017137",55
"ENSRNOG00000020897",4311
"ENSRNOG00000014186",108
"ENSRNOG00000012055",1798
"ENSRNOG00000017753",271
"ENSRNOG00000029945",0
"ENSRNOG00000017975",1
"ENSRNOG00000051915",288
"ENSRNOG00000020746",4
"ENSRNOG00000011411",394
"ENSRNOG00000068342",159
"ENSRNOG00000026517",652
"ENSRNOG00000020991",0
"ENSRNOG00000065978",0
"ENSRNOG00000021147",1057
"ENSRNOG00000018106",91
"ENSRNOG00000017621",790
"ENSRNOG00000024056",144
"ENSRNOG00000010964",3493
"ENSRNOG00000018411",179
"ENSRNOG00000023931",37
"ENSRNOG00000054181",0
"ENSRNOG00000014530",2270
"ENSRNOG00000065256",0
"ENSRNOG00000055194",0
"ENSRNOG00000011675",62
"ENSRNOG00000017446",3326
"ENSRNOG00000016244",3550
"ENSRNOG00000063516",0
"ENSRNOG00000016815",360
"ENSRNOG00000018936",172
"ENSRNOG00000014193",794
"ENSRNOG00000021659",30
"ENSRNOG00000014908",850
"ENSRNOG00000065298",0
"ENSRNOG00000064302",104
"ENSRNOG00000018379",123
"ENSRNOG00000019706",0
